3.962,95,25,50,32,102,,,,,,,,,,,,,,,,-0.140,0.324
4.071,95,25,50,32,102,,,,,,,,,,,,,,,,-0.140,0.307
4.171,95,25,50,32,102,,,,,,,,,,,,,,,,-0.149,0.330
4.280,95,25,50,32,102,,,,,,,,,,,,,,,,-0.145,0.323
4.389,95,25,50,32,102,,,,,,,,,,,,,,,,-0.149,0.310
4.489,95,25,50,32,102,,,,,,,,,,,,,,,,-0.144,0.311
4.597,95,25,50,32,102,,,,,,,,,,,,,,,,-0.140,0.319
4.706,95,25,50,32,102,,,,,,,,,,,,,,,,-0.147,0.312
4.815,95,25,50,32,102,,,,,,,,,,,,,,,,-0.149,0.315
4.924,95,25,50,32,102,,,,,,,,,,,,,,,,-0.149,0.315
5.032,95,25,50,32,102,,,,,,,,,,,,,,,,-0.151,0.308
5.141,95,25,50,32,102,,,,,,,,,,,,,,,,-0.147,0.321
5.249,95,25,50,32,102,,,,,,,,,,,,,,,,-0.153,0.313
5.349,95,25,50,32,102,,,,,,,,,,,,,,,,-0.151,0.308
5.458,95,25,50,32,102,,,,,,,,,,,,,,,,-0.143,0.308
5.567,95,25,50,32,102,,,,,,,,,,,,,,,,-0.153,0.312
5.676,95,25,50,32,102,,,,,,,,,,,,,,,,-0.162,0.306
5.785,95,25,50,32,102,,,,,,,,,,,,,,,,-0.154,0.327
5.894,95,25,50,32,102,,,,,,,,,,,,,,,,-0.157,0.307
6.003,95,25,50,32,102,,,,,,,,,,,,,,,,-0.151,0.309
6.111,95,25,50,32,102,,,,,,,,,,,,,,,,-0.155,0.301
6.211,95,25,50,32,102,,,,,,,,,,,,,,,,-0.158,0.325
6.311,95,25,50,32,102,,,,,,,,,,,,,,,,-0.158,0.311
6.420,95,25,50,32,102,,,,,,,,,,,,,,,,-0.157,0.308
6.529,95,25,50,32,102,,,,,,,,,,,,,,,,-0.151,0.328
6.638,95,25,50,32,102,,,,,,,,,,,,,,,,-0.147,0.323
6.747,95,25,50,32,102,,,,,,,,,,,,,,,,-0.162,0.317
6.854,95,25,50,32,102,,,,,,,,,,,,,,,,-0.157,0.311
6.963,95,25,50,32,102,,,,,,,,,,,,,,,,-0.156,0.314
7.072,95,25,50,32,102,,,,,,,,,,,,,,,,-0.148,0.310
7.180,95,25,50,32,102,,,,,,,,,,,,,,,,-0.138,0.315
7.289,95,25,50,32,102,,,,,,,,,,,,,,,,-0.143,0.335
7.398,95,25,50,32,102,,,,,,,,,,,,,,,,-0.141,0.305
7.507,95,25,50,32,102,,,,,,,,,,,,,,,,-0.152,0.311
7.615,95,25,50,32,102,,,,,,,,,,,,,,,,-0.148,0.318
7.715,95,25,50,32,102,,,,,,,,,,,,,,,,-0.156,0.309
7.823,95,25,50,32,102,,,,,,,,,,,,,,,,-0.152,0.319
7.932,95,25,50,32,102,,,,,,,,,,,,,,,,-0.140,0.320
8.041,95,25,50,32,102,,,,,,,,,,,,,,,,-0.149,0.329
8.150,95,25,50,32,102,,,,,,,,,,,,,,,,-0.144,0.317
8.259,95,25,50,32,102,,,,,,,,,,,,,,,,-0.148,0.333
8.368,95,25,50,32,102,,,,,,,,,,,,,,,,-0.147,0.325
8.468,95,25,50,32,102,,,,,,,,,,,,,,,,-0.144,0.323
8.577,95,25,50,32,102,,,,,,,,,,,,,,,,-0.152,0.332
8.686,95,25,50,32,102,,,,,,,,,,,,,,,,-0.141,0.315
8.791,95,25,50,32,102,,,,,,,,,,,,,,,,-0.150,0.335
8.900,95,25,50,32,102,,,,,,,,,,,,,,,,-0.144,0.328
9.008,95,25,50,32,102,,,,,,,,,,,,,,,,-0.156,0.328
9.117,95,25,50,32,102,,,,,,,,,,,,,,,,-0.152,0.335
9.226,95,25,50,32,102,,,,,,,,,,,,,,,,-0.150,0.323
9.335,95,25,50,32,102,,,,,,,,,,,,,,,,-0.152,0.327
9.443,95,25,50,32,102,,,,,,,,,,,,,,,,-0.145,0.320
9.551,95,25,50,32,102,,,,,,,,,,,,,,,,-0.152,0.325
9.659,95,25,50,32,102,,,,,,,,,,,,,,,,-0.146,0.316
9.768,95,25,50,32,102,,,,,,,,,,,,,,,,-0.153,0.331
9.877,95,25,50,32,102,,,,,,,,,,,,,,,,-0.161,0.330
9.985,95,25,50,32,102,,,,,,,,,,,,,,,,-0.158,0.330
10.085,95,25,50,32,102,,,,,,,,,,,,,,,,-0.150,0.328
10.194,95,25,50,32,102,,,,,,,,,,,,,,,,-0.151,0.331
10.294,95,25,50,32,102,,,,,,,,,,,,,,,,-0.147,0.322
10.394,95,25,50,32,102,,,,,,,,,,,,,,,,-0.145,0.325
10.503,95,25,50,32,102,,,,,,,,,,,,,,,,-0.150,0.326
10.612,95,25,50,32,102,,,,,,,,,,,,,,,,-0.142,0.338
10.712,95,25,50,32,102,,,,,,,,,,,,,,,,-0.144,0.318
10.821,95,25,50,32,102,,,,,,,,,,,,,,,,-0.141,0.334
10.929,95,25,50,32,102,,,,,,,,,,,,,,,,-0.150,0.319
11.038,95,25,50,32,102,,,,,,,,,,,,,,,,-0.145,0.331
11.147,95,25,50,32,102,,,,,,,,,,,,,,,,-0.138,0.334
11.247,95,25,50,32,102,,,,,,,,,,,,,,,,-0.153,0.327
11.356,95,25,50,32,102,,,,,,,,,,,,,,,,-0.146,0.316
11.464,95,25,50,32,102,,,,,,,,,,,,,,,,-0.146,0.326
11.573,95,25,50,32,102,,,,,,,,,,,,,,,,-0.142,0.323
11.681,95,25,50,32,102,,,,,,,,,,,,,,,,-0.140,0.307
11.781,95,25,50,32,102,,,,,,,,,,,,,,,,-0.150,0.333
11.889,95,25,50,32,102,,,,,,,,,,,,,,,,-0.148,0.324
11.989,95,25,50,32,102,,,,,,,,,,,,,,,,-0.147,0.316
12.098,95,25,50,32,102,,,,,,,,,,,,,,,,-0.157,0.343
12.207,95,25,50,32,102,,,,,,,,,,,,,,,,-0.151,0.324
12.316,95,25,50,32,102,,,,,,,,,,,,,,,,-0.147,0.329
12.425,95,25,50,32,102,,,,,,,,,,,,,,,,-0.148,0.342
12.533,95,25,50,32,102,,,,,,,,,,,,,,,,-0.149,0.319
12.642,95,25,50,32,102,,,,,,,,,,,,,,,,-0.150,0.362
12.747,95,25,50,32,102,,,,,,,,,,,,,,,,-0.145,0.293
